date,count,compound,neg,neu,pos,retweets_count,likes_count,replies_count,compound_weighted_replies,compound_weighted_likes,compound_weighted_retweets
2014-12-10,2,0.75755,0.0,0.585,0.41500000000000004,61,43,3,0.8902,0.7914837209302326,0.8119147540983606
2014-12-11,7,0.48191428571428574,0.022285714285714287,0.7495714285714286,0.22828571428571426,216,218,25,0.6074199999999998,0.5045009174311927,0.4075087962962964
2014-12-13,1,0.3818,0.0,0.755,0.245,106,40,2,0.3818,0.3818,0.3818
2014-12-14,4,0.2415,0.02025,0.8865000000000001,0.0935,83,91,4,0.24927500000000002,0.24246043956043956,0.23256746987951807
2014-12-15,4,0.074,0.0,0.97275,0.02725,667,492,18,0.09866666666666665,0.015642276422764227,0.016419790104947526
2014-12-16,8,0.2163,0.036500000000000005,0.8416249999999998,0.121875,276,187,136,0.6822161764705883,0.2449877005347594,0.333070652173913
2014-12-17,6,0.26098333333333334,0.011166666666666667,0.8785,0.11033333333333334,612,444,27,0.1940925925925926,0.5696747747747747,0.606674183006536
2014-12-18,9,0.4192888888888889,0.005888888888888889,0.8404444444444444,0.1536666666666667,319,321,29,0.4808448275862069,0.4452741433021807,0.4381993730407524
2014-12-19,7,0.25694285714285714,0.016999999999999998,0.8302857142857142,0.15271428571428572,243,227,22,0.6667363636363636,0.47568766519823785,0.47246831275720164
2014-12-20,2,0.29569999999999996,0.0,0.8765000000000001,0.1235,390,288,3,0.2732,0.31210625,0.31393076923076924
2014-12-21,4,-0.012950000000000017,0.03875,0.91425,0.047,87,103,8,-0.14707500000000007,-0.1042466019417476,-0.11814482758620692
2014-12-22,2,0.2202,0.0,0.8955,0.1045,136,97,2,0.0,0.11804536082474226,0.10038529411764706
2014-12-23,7,0.3051,0.04871428571428571,0.7877142857142857,0.1637142857142857,1090,480,13,0.1416076923076923,0.558515,0.6202094495412843
2014-12-24,3,0.08239999999999999,0.024666666666666667,0.916,0.05933333333333333,1640,1190,12,0.26194999999999996,0.1526842857142857,0.17217347560975607
2014-12-25,2,0.20095,0.036,0.8845000000000001,0.0795,38,88,1,0.4019,0.3288272727272727,0.22210263157894736
2014-12-26,15,0.25527333333333335,0.0036,0.8721333333333334,0.12426666666666669,399,472,133,0.08920676691729323,0.1651108050847458,0.17891829573934834
2014-12-27,7,0.33148571428571433,0.029857142857142856,0.807,0.16300000000000003,310,317,22,0.34462272727272725,0.23337981072555208,0.1655567741935484
2014-12-29,2,0.32484999999999997,0.0485,0.8025,0.149,43,43,0,,0.3564441860465116,0.23006744186046504
2014-12-30,1,0.5106,0.0,0.852,0.148,89,20,68,0.5106,0.5106,0.5106
2014-12-31,1,0.9603,0.07,0.449,0.481,39,48,9,0.9602999999999999,0.9603,0.9603
2015-01-01,1,0.75,0.0,0.749,0.251,114,112,0,,0.75,0.75
2015-01-02,5,0.19942000000000001,0.0,0.8966,0.1034,255,234,39,0.15937948717948716,0.11958119658119658,0.11722039215686274
2015-01-03,5,0.46815999999999997,0.0,0.8464,0.1536,484,363,10,0.46815999999999997,0.44268953168044073,0.44773243801652896
2015-01-04,2,0.0,0.0,1.0,0.0,408,334,10,0.0,0.0,0.0
2015-01-05,6,0.14110000000000003,0.0535,0.8176666666666668,0.12883333333333333,216,214,23,0.07976086956521741,0.3314168224299065,0.3844703703703704
2015-01-06,8,-0.035625,0.123,0.789625,0.08737500000000001,442,236,58,-0.00031896551724137483,-0.060446186440677965,-0.04340497737556562
